ID	SMILES	InChI	InChIKey
N-[3-[6-amino-7-(4-chlorophenyl)-8-oxopurin-9-yl]phenyl]-4-(dimethylamino)-N-methylbut-2-enamide	CN(C)CC=CC(=O)N(C)C1=CC=CC(=C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)Cl)N	InChI=1S/C24H24ClN7O2/c1-29(2)13-5-8-20(33)30(3)18-6-4-7-19(14-18)32-23-21(22(26)27-15-28-23)31(24(32)34)17-11-9-16(25)10-12-17/h4-12,14-15H,13H2,1-3H3,(H2,26,27,28)/b8-5-	ZRQOOKICHFZIJM-YVMONPNESA-N
Allitinib metabolite M1	C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)O)Cl	InChI=1S/C17H13ClN4O2/c1-2-16(24)21-10-3-5-14-12(7-10)17(20-9-19-14)22-11-4-6-15(23)13(18)8-11/h2-9,23H,1H2,(H,21,24)(H,19,20,22)	JTEMQAUFXFCXLK-UHFFFAOYSA-N
[4-[[4-(3-Bromoanilino)quinazolin-6-yl]amino]-4-oxobut-2-enyl]-dimethyl-[(2-nitrophenyl)methyl]azanium	C[N+](C)(CC=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br)CC4=CC=CC=C4[N+](=O)[O-]	InChI=1S/C27H25BrN6O3/c1-34(2,17-19-7-3-4-10-25(19)33(36)37)14-6-11-26(35)31-22-12-13-24-23(16-22)27(30-18-29-24)32-21-9-5-8-20(28)15-21/h3-13,15-16,18H,14,17H2,1-2H3,(H-,29,30,31,32,35)/p+1/b11-6+	QQCLINZKWGBQHW-IZZDOVSWSA-O
N-[2-[[4-(methoxymethyl)-6-([1,3]thiazolo[5,4-b]pyridin-2-ylamino)pyrimidin-2-yl]amino]ethyl]prop-2-enamide	COCC1=CC(=NC(=N1)NCCNC(=O)C=C)NC2=NC3=C(S2)N=CC=C3	InChI=1S/C17H19N7O2S/c1-3-14(25)18-7-8-20-16-21-11(10-26-2)9-13(23-16)24-17-22-12-5-4-6-19-15(12)27-17/h3-6,9H,1,7-8,10H2,2H3,(H,18,25)(H2,20,21,22,23,24)	HPUCEJFBBUGXBG-UHFFFAOYSA-N
3-(3-(1H-Indazol-4-yl)phenyl)-2-cyanoacrylamide	C1=CC(=CC(=C1)C2=C3C=NNC3=CC=C2)/C=C(\C#N)/C(=O)N	InChI=1S/C17H12N4O/c18-9-13(17(19)22)8-11-3-1-4-12(7-11)14-5-2-6-16-15(14)10-20-21-16/h1-8,10H,(H2,19,22)(H,20,21)/b13-8+	LZECOFRPCLZCOI-MDWZMJQESA-N
N-{1-[6-(Phenylamino)pyrazin-2-Yl]-1h-Benzimidazol-6-Yl}prop-2-Enamide	C=CC(=O)NC1=CC2=C(C=C1)N=CN2C3=NC(=CN=C3)NC4=CC=CC=C4	InChI=1S/C20H16N6O/c1-2-20(27)24-15-8-9-16-17(10-15)26(13-22-16)19-12-21-11-18(25-19)23-14-6-4-3-5-7-14/h2-13H,1H2,(H,23,25)(H,24,27)	CVFYLUGNOLKEFO-UHFFFAOYSA-N
FIIN-3	CN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(CC4=CC=C(C=C4)NC(=O)C=C)C(=O)NC5=C(C(=CC(=C5Cl)OC)OC)Cl	InChI=1S/C34H36Cl2N8O4/c1-5-30(45)40-24-8-6-22(7-9-24)20-44(34(46)41-33-31(35)26(47-3)18-27(48-4)32(33)36)29-19-28(37-21-38-29)39-23-10-12-25(13-11-23)43-16-14-42(2)15-17-43/h5-13,18-19,21H,1,14-17,20H2,2-4H3,(H,40,45)(H,41,46)(H,37,38,39)	SFLKJNSBBVSPFE-UHFFFAOYSA-N
T338C Src-IN-1	CC(C)N1C2=NC=NC(=C2C(=N1)CC3=CC(=CC=C3)NS(=O)(=O)C=C)N	InChI=1S/C17H20N6O2S/c1-4-26(24,25)22-13-7-5-6-12(8-13)9-14-15-16(18)19-10-20-17(15)23(21-14)11(2)3/h4-8,10-11,22H,1,9H2,2-3H3,(H2,18,19,20)	AAFALAKLPXVLIO-UHFFFAOYSA-N
Fgfr4-IN-5	CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C(=CC(=C3Cl)OC)OC)Cl)N[C@@H]4COC[C@@H]4NC(=O)C=C	InChI=1S/C23H23Cl2N5O5/c1-5-17(31)27-13-9-35-10-14(13)28-23-26-8-11-6-12(22(32)30(2)21(11)29-23)18-19(24)15(33-3)7-16(34-4)20(18)25/h5-8,13-14H,1,9-10H2,2-4H3,(H,27,31)(H,26,28,29)/t13-,14+/m0/s1	ZIJVLVUPDVUSMA-UONOGXRCSA-N
RMS-07	CCC1=C(C(=CC=C1)CC)NC(=O)C2=C3CCC4=CN=C(N=C4N3C=C2)NC5=C(C=C(C=C5)N6CCN(CC6)C)NC(=O)C=C	InChI=1S/C35H40N8O2/c1-5-23-9-8-10-24(6-2)32(23)39-34(45)27-15-16-43-30(27)14-11-25-22-36-35(40-33(25)43)38-28-13-12-26(21-29(28)37-31(44)7-3)42-19-17-41(4)18-20-42/h7-10,12-13,15-16,21-22H,3,5-6,11,14,17-20H2,1-2,4H3,(H,37,44)(H,39,45)(H,36,38,40)	QMTKZAHTDPRIFJ-UHFFFAOYSA-N
BLU9931	CC1=C(C(=CC=C1)NC(=O)C=C)NC2=NC=C3C=C(C=CC3=N2)C4=C(C(=CC(=C4Cl)OC)OC)Cl	InChI=1S/C26H22Cl2N4O3/c1-5-21(33)30-18-8-6-7-14(2)25(18)32-26-29-13-16-11-15(9-10-17(16)31-26)22-23(27)19(34-3)12-20(35-4)24(22)28/h5-13H,1H2,2-4H3,(H,30,33)(H,29,31,32)	TXEBNKKOLVBTFK-UHFFFAOYSA-N
None	COC1=CC(=CC(OC)=C1)\N=C(/O)N(CC1=CC=C(NC(=O)C=C)C=C1)C1=NC=NC(NC2=CC=C(C=C2)N2CCN(C)CC2)=C1	InChI=1S/C34H38N8O4/c1-5-33(43)38-26-8-6-24(7-9-26)22-42(34(44)39-27-18-29(45-3)20-30(19-27)46-4)32-21-31(35-23-36-32)37-25-10-12-28(13-11-25)41-16-14-40(2)15-17-41/h5-13,18-21,23H,1,14-17,22H2,2-4H3,(H,38,43)(H,39,44)(H,35,36,37)	DBMOYGKPCANRNO-UHFFFAOYSA-N
BDBM50559118 	COC1=CC(=CC(=C1)CCC2=CC(=NN2)NC(=O)C3=CC=CC=C3NC(=O)C=C)OC	InChI=1S/C23H24N4O4/c1-4-22(28)24-20-8-6-5-7-19(20)23(29)25-21-13-16(26-27-21)10-9-15-11-17(30-2)14-18(12-15)31-3/h4-8,11-14H,1,9-10H2,2-3H3,(H,24,28)(H2,25,26,27,29)	VJRPDSCCZRPRJC-UHFFFAOYSA-N
SM1-71	CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4NC(=O)C=C)Cl	InChI=1S/C24H26ClN7O/c1-3-22(33)28-20-6-4-5-7-21(20)29-23-19(25)16-26-24(30-23)27-17-8-10-18(11-9-17)32-14-12-31(2)13-15-32/h3-11,16H,1,12-15H2,2H3,(H,28,33)(H2,26,27,29,30)	SCMLGVPMSXTUNC-UHFFFAOYSA-N
DGY-06-116	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(N=C2NC3=CC=CC=C3NC(=O)C=C)NC4=CC=C(C=C4)N5CCN(CC5)C	InChI=1S/C32H33ClN8O2/c1-4-28(42)36-26-10-5-6-11-27(26)37-30-24(31(43)38-29-21(2)8-7-9-25(29)33)20-34-32(39-30)35-22-12-14-23(15-13-22)41-18-16-40(3)17-19-41/h4-15,20H,1,16-19H2,2-3H3,(H,36,42)(H,38,43)(H2,34,35,37,39)	HLRQYOGLZWIOPA-UHFFFAOYSA-N
s8848 	COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)C4CCN(C4)C(=O)C=C)OC	InChI=1S/C22H22N6O3/c1-4-19(29)27-8-7-15(12-27)28-22-20(21(23)24-13-25-22)18(26-28)6-5-14-9-16(30-2)11-17(10-14)31-3/h4,9-11,13,15H,1,7-8,12H2,2-3H3,(H2,23,24,25)/t15-/m0/s1	KEIPNCCJPRMIAX-HNNXBMFYSA-N
BSJ-01-175	CN(C)C/C=C/C(=O)NC1=CC=C(C=C1)O[C@@H]2CCC[C@H](C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl	InChI=1S/C30H33ClN6O2/c1-37(2)16-6-11-28(38)34-20-12-14-22(15-13-20)39-23-8-5-7-21(17-23)35-30-33-19-26(31)29(36-30)25-18-32-27-10-4-3-9-24(25)27/h3-4,6,9-15,18-19,21,23,32H,5,7-8,16-17H2,1-2H3,(H,34,38)(H,33,35,36)/b11-6+/t21-,23-/m1/s1	DMUSMYYDKCXFKR-MRJIRHQNSA-N
Butein	C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O	InChI=1S/C15H12O5/c16-10-3-4-11(14(19)8-10)12(17)5-1-9-2-6-13(18)15(20)7-9/h1-8,16,18-20H/b5-1+	AYMYWHCQALZEGT-ORCRQEGFSA-N
